0.25	0.016558185448247532	0.2289652114094735
0.5	0.05489120919780689	-0.22293671543325655
0.75	0.016512494221561442	0.22900774581828623
1	-0.04654648131290956	0.22501472742707443
1.25	-0.08917214881953825	-0.21169332211843178
1.5	-0.039471502445935794	-0.22617544477022267
1.75	0.11888127447460528	-0.1965683764135163
2	-0.22844837525568212	0.02233940507555128
2.25	0.04239952754479394	0.22571492171466398
2.5	0.08255344209384896	-0.21424569277377237
2.75	0.010850719290536203	0.22932599413815474
3	-0.05083370946025875	-0.2239440067235439
3.25	-0.22971464277626633	-0.0009008951249356373
3.5	0.21144252229614693	-0.08923160826927046
